metric_id,employee_id,work_hours_per_week,ai_tools_daily,deadline_pressure_score,job_change_intention
59883,59883,48,1,7.2,0
59884,59884,49,1,5.9,0
59885,59885,35,0,7.2,0
59886,59886,40,1,8.9,1
59887,59887,44,0,6.3,0
59888,59888,46,1,5.5,0
59889,59889,45,1,4.8,0
59890,59890,37,0,5.8,0
59891,59891,41,1,9.1,0
59892,59892,49,1,1.6,0
59893,59893,42,1,7.8,1
59894,59894,47,0,3.7,1
59895,59895,54,1,8.3,1
59896,59896,54,0,3.8,1
59897,59897,57,0,9.9,1
59898,59898,47,1,4.6,0
59899,59899,48,1,5.4,0
59900,59900,45,1,8.1,0
59901,59901,58,1,4.6,0
59902,59902,50,1,5.6,0
59903,59903,53,0,5.4,1
59904,59904,37,0,6.5,1
59905,59905,51,1,5.7,1
59906,59906,46,0,3.3,0
59907,59907,40,1,9.2,0
59908,59908,39,1,9.2,0
59909,59909,47,1,2.8,0
59910,59910,46,1,7.3,0
59911,59911,55,1,7.2,1
59912,59912,39,1,7.1,0
59913,59913,49,1,8.6,1
59914,59914,42,1,4.7,1
59915,59915,51,1,6.3,1
59916,59916,47,1,6.9,1
59917,59917,46,0,5.5,1
59918,59918,49,1,4.2,1
59919,59919,42,1,3.3,0
59920,59920,46,1,6.2,0
59921,59921,47,1,7.7,0
59922,59922,44,0,6.4,0
59923,59923,49,1,6.3,1
59924,59924,48,1,7.3,0
59925,59925,51,0,5.7,1
59926,59926,50,1,9.2,1
59927,59927,44,1,5.6,0
59928,59928,44,1,5.9,0
59929,59929,48,0,6.2,0
59930,59930,41,1,7.9,0
59931,59931,42,0,6.7,0
59932,59932,41,1,8.1,0
59933,59933,47,1,7.5,0
59934,59934,51,1,6.9,0
59935,59935,46,1,6.8,0
59936,59936,51,1,7.3,0
59937,59937,40,0,8.8,1
59938,59938,53,1,6.3,0
59939,59939,42,1,8.8,0
59940,59940,56,0,5.1,0
59941,59941,51,0,7.3,0
59942,59942,46,1,6.3,1
59943,59943,48,1,7.5,1
59944,59944,61,1,5.2,1
59945,59945,46,0,5.9,1
59946,59946,48,1,4.1,0
59947,59947,55,1,8.6,0
59948,59948,55,1,5.8,0
59949,59949,60,1,8.1,1
59950,59950,49,1,4.6,0
59951,59951,43,1,8,0
59952,59952,38,0,5.2,0
59953,59953,38,1,5.3,0
59954,59954,52,0,8.5,1
59955,59955,44,0,6.3,0
59956,59956,43,0,3.5,0
59957,59957,45,1,5.2,0
59958,59958,49,1,7.1,0
59959,59959,37,1,7.1,0
59960,59960,50,1,6.6,0
59961,59961,59,0,7.3,0
59962,59962,44,1,7.5,0
59963,59963,45,0,6.7,1
59964,59964,46,0,8.5,0
59965,59965,44,0,4.6,0
59966,59966,39,1,4.8,0
59967,59967,44,1,5.8,0
59968,59968,42,1,3.5,0
59969,59969,51,0,6.9,0
59970,59970,44,1,4.8,1
59971,59971,43,0,6.6,0
59972,59972,50,1,9.6,1
59973,59973,47,0,9.1,0
59974,59974,51,0,5.6,0
59975,59975,51,1,4.6,0
59976,59976,40,1,7.9,0
59977,59977,47,1,7,0
59978,59978,49,1,6.5,0
59979,59979,44,0,7.4,0
59980,59980,44,0,6.1,0
59981,59981,41,1,4.6,1
59982,59982,59,0,7.5,1
59983,59983,47,1,8,1
59984,59984,54,1,5.2,1
59985,59985,46,1,6.9,0
59986,59986,48,1,8.7,1
59987,59987,61,0,6.5,0
59988,59988,36,0,5.1,0
59989,59989,45,1,5.9,0
59990,59990,44,1,7,1
59991,59991,49,1,6.8,0
59992,59992,46,1,7.6,0
59993,59993,54,1,8.7,0
59994,59994,45,1,7.8,1
59995,59995,43,1,9,1
59996,59996,49,1,4.9,0
59997,59997,41,1,7.8,0
59998,59998,45,1,6.7,0
59999,59999,49,1,8.4,0
60000,60000,48,1,3.5,0
60001,60001,44,1,6.6,0
60002,60002,36,0,5,0
60003,60003,55,0,7.7,0
60004,60004,47,0,6,1
60005,60005,58,0,8.3,0
60006,60006,49,1,3.8,0
60007,60007,52,1,6,0
60008,60008,46,1,8.1,1
60009,60009,48,1,9.5,0
60010,60010,50,1,8.8,0
60011,60011,56,1,8.2,0
60012,60012,53,1,3.6,0
60013,60013,54,0,4.9,1
60014,60014,56,1,7.1,1
60015,60015,45,1,3.9,0
60016,60016,45,1,5.1,0
60017,60017,44,1,7.1,0
60018,60018,44,1,8.1,0
60019,60019,44,0,6.2,0
60020,60020,53,0,8.7,0
60021,60021,48,1,6.5,0
60022,60022,46,0,4,0
60023,60023,53,1,7.8,0
60024,60024,52,1,5.9,0
60025,60025,52,1,7.5,0
60026,60026,47,1,5,0
60027,60027,48,0,6.8,0
60028,60028,53,1,6.6,0
60029,60029,48,1,7.6,1
60030,60030,50,1,7.3,0
60031,60031,54,1,5.4,1
60032,60032,42,0,6.6,0
60033,60033,57,1,5.9,1
60034,60034,38,0,2.7,0
60035,60035,54,0,7.5,1
60036,60036,47,1,7.1,1
60037,60037,49,1,5.5,0
60038,60038,41,1,5,0
60039,60039,44,0,7.8,0
60040,60040,44,1,7.2,1
60041,60041,41,1,3,1
60042,60042,50,0,8.6,0
60043,60043,46,1,5.5,0
60044,60044,45,1,5.4,1
60045,60045,46,1,6.8,1
60046,60046,49,1,7.3,0
60047,60047,40,0,7.7,0
60048,60048,49,1,6.7,0
60049,60049,41,1,5.5,0
60050,60050,61,1,7.7,0
60051,60051,49,1,6.1,1
60052,60052,50,1,6.2,1
60053,60053,44,1,10,1
60054,60054,46,0,4.9,0
60055,60055,45,0,4.4,0
60056,60056,49,1,7.1,1
60057,60057,48,1,4,0
60058,60058,44,1,6.5,0
60059,60059,45,0,5.3,0
60060,60060,47,1,5.1,0
60061,60061,49,1,4.2,0
60062,60062,48,0,5.5,0
60063,60063,36,1,8.2,0
60064,60064,53,1,7,1
60065,60065,50,1,6,1
60066,60066,44,1,8.2,0
60067,60067,52,0,8,1
60068,60068,45,1,10,1
60069,60069,57,1,10,0
60070,60070,41,0,5,0
60071,60071,51,1,5.2,1
60072,60072,42,1,6.6,1
60073,60073,42,1,7.7,0
60074,60074,43,1,7.6,0
60075,60075,45,0,10,1
60076,60076,45,1,5.1,0
60077,60077,48,0,7,1
60078,60078,43,1,7.9,0
60079,60079,39,1,6.7,0
60080,60080,52,0,7.2,0
60081,60081,48,1,6.2,1
60082,60082,38,0,8,1
60083,60083,53,0,5.8,1
60084,60084,51,1,5.2,1
60085,60085,43,1,6,0
60086,60086,55,1,8,0
60087,60087,49,1,7.2,1
60088,60088,42,1,3.4,0
60089,60089,40,1,4.4,0
60090,60090,48,0,7.4,0
60091,60091,43,1,9.6,1
60092,60092,47,1,6.5,1
60093,60093,47,1,7.1,0
60094,60094,49,1,10,0
60095,60095,47,1,6.6,1
60096,60096,51,0,5.3,0
60097,60097,49,0,6.8,0
60098,60098,45,1,4.7,0
60099,60099,48,0,7.4,0
60100,60100,46,1,5.5,0
60101,60101,42,1,7,0
60102,60102,53,1,4.9,1
60103,60103,53,1,9.9,1
60104,60104,51,0,7.7,0
60105,60105,56,1,5.5,1
60106,60106,46,1,6.6,0
60107,60107,48,0,7.2,1
60108,60108,50,1,6.4,0
60109,60109,44,1,6.5,1
60110,60110,45,1,6,1
60111,60111,43,1,5.6,1
60112,60112,47,1,4.1,0
60113,60113,50,0,6.9,0
60114,60114,43,1,8.2,1
60115,60115,52,1,4.2,1
60116,60116,47,1,2.4,1
60117,60117,49,1,3.3,0
60118,60118,48,1,8.9,0
60119,60119,42,1,8.6,1
60120,60120,54,1,8.5,0
60121,60121,52,0,4.1,0
60122,60122,51,0,8.6,0
60123,60123,56,1,6.9,0
60124,60124,52,0,6,0
60125,60125,51,1,6.4,1
60126,60126,43,0,8.8,0
60127,60127,35,1,4.9,0
60128,60128,38,0,9.1,0
60129,60129,49,1,7.3,1
60130,60130,51,1,5.2,0
60131,60131,39,1,7.4,1
60132,60132,42,0,7.6,0
60133,60133,46,1,8.4,0
60134,60134,44,0,4.7,1
60135,60135,41,0,8,0
60136,60136,42,1,4.1,1
60137,60137,51,1,9.7,0
60138,60138,45,1,4.9,1
60139,60139,50,1,4.7,1
60140,60140,44,1,6,1
60141,60141,50,1,7.8,1
60142,60142,41,1,6.7,1
60143,60143,35,1,8.9,0
60144,60144,35,1,7,0
60145,60145,44,1,5.8,1
60146,60146,41,1,4.8,1
60147,60147,41,1,8.1,0
60148,60148,52,1,9,1
60149,60149,39,0,7.4,0
60150,60150,55,1,7.6,1
60151,60151,41,1,7.4,1
60152,60152,52,1,6.8,0
60153,60153,49,0,4.7,0
60154,60154,43,1,9.3,1
60155,60155,53,1,5.1,0
60156,60156,44,0,9.1,0
60157,60157,51,1,4.1,1
60158,60158,50,1,2.9,1
60159,60159,39,1,7,1
60160,60160,44,1,4.7,0
60161,60161,50,1,7.2,0
60162,60162,53,1,7.4,0
60163,60163,48,1,5.5,0
60164,60164,44,1,7.9,0
60165,60165,55,1,3.9,0
60166,60166,47,1,7.8,1
60167,60167,47,1,8,0
60168,60168,53,1,10,0
60169,60169,46,0,2.8,1
60170,60170,45,1,8.2,0
60171,60171,54,1,10,0
60172,60172,42,1,6.2,1
60173,60173,45,0,5.6,1
60174,60174,49,0,7.1,0
60175,60175,48,1,7.2,0
60176,60176,59,1,7.1,1
60177,60177,45,1,5.8,0
60178,60178,53,1,4,0
60179,60179,47,1,4.5,0
60180,60180,48,0,5,1
60181,60181,52,1,7.4,1
60182,60182,53,1,6.1,1
60183,60183,42,1,5,0
60184,60184,45,0,9,0
60185,60185,45,0,6.7,0
60186,60186,44,1,10,0
60187,60187,49,1,4.9,0
60188,60188,37,0,3.7,0
60189,60189,48,0,6.8,1
60190,60190,51,1,4.3,1
60191,60191,38,1,8.4,1
60192,60192,48,1,6.5,1
60193,60193,45,1,7.8,0
60194,60194,56,1,3.7,1
60195,60195,52,1,6.6,0
60196,60196,49,1,5.6,1
60197,60197,52,1,7,1
60198,60198,42,0,3.2,0
60199,60199,48,1,8.1,0
60200,60200,46,0,3.8,0
60201,60201,50,1,4.4,0
60202,60202,52,0,5.1,1
60203,60203,51,1,8.9,1
60204,60204,51,1,9.1,0
60205,60205,53,1,7.4,1
60206,60206,44,1,2.7,0
60207,60207,40,1,6.2,0
60208,60208,56,1,5.2,0
60209,60209,44,1,4.2,0
60210,60210,46,0,5.4,0
60211,60211,50,1,10,1
60212,60212,50,1,5.4,0
60213,60213,49,1,6.4,0
60214,60214,51,1,4.8,0
60215,60215,42,1,4.5,0
60216,60216,43,1,4.1,0
60217,60217,51,0,4.9,0
60218,60218,50,1,3.7,0
60219,60219,51,0,5.3,1
60220,60220,46,0,8.4,1
60221,60221,45,1,9.2,0
60222,60222,44,0,7.9,0
60223,60223,50,1,5.4,0
60224,60224,46,1,6.9,0
60225,60225,42,0,6.5,0
60226,60226,41,1,8.5,1
60227,60227,48,1,6.4,0
60228,60228,47,0,6.6,0
60229,60229,48,1,6.8,0
60230,60230,41,1,6.6,0
60231,60231,50,1,2.9,0
60232,60232,48,1,8.4,0
60233,60233,44,1,4.6,0
60234,60234,47,0,3.6,0
60235,60235,35,0,6.6,0
60236,60236,43,1,6.2,0
60237,60237,48,1,9.5,0
60238,60238,48,1,7,0
60239,60239,48,1,5.3,0
60240,60240,46,1,7.4,1
60241,60241,41,0,5.9,1
60242,60242,46,1,6.5,0
60243,60243,50,0,6.5,0
60244,60244,38,1,6.8,0
60245,60245,48,1,6.1,0
60246,60246,42,0,5.7,0
60247,60247,43,0,8.9,1
60248,60248,52,0,7.1,1
60249,60249,58,0,7.4,0
60250,60250,50,1,3.2,1
60251,60251,42,1,7.4,0
60252,60252,44,1,6.3,0
60253,60253,54,1,7.6,0
60254,60254,44,1,3.7,0
60255,60255,40,1,5.5,0
60256,60256,48,1,7.8,1
60257,60257,42,1,7,0
60258,60258,53,0,8.7,0
60259,60259,52,1,6.5,1
60260,60260,35,0,6.3,1
60261,60261,36,1,6.7,0
60262,60262,48,1,9.3,0
60263,60263,47,1,8.2,0
60264,60264,49,1,8.5,1
60265,60265,47,1,7.6,0
60266,60266,51,1,8.2,0
60267,60267,52,1,6.9,0
60268,60268,46,0,4.3,1
60269,60269,43,1,4.3,1
60270,60270,38,0,7.2,0
60271,60271,46,0,7,0
60272,60272,44,1,6.3,0
60273,60273,49,0,5.6,0
60274,60274,41,1,10,0
60275,60275,51,1,9,1
60276,60276,56,1,6.4,0
60277,60277,41,1,6.2,0
60278,60278,49,1,5.9,0
60279,60279,44,1,8.2,0
60280,60280,47,1,6.5,0
60281,60281,53,1,9.4,1
60282,60282,47,1,5.9,1
60283,60283,55,0,4.7,0
60284,60284,47,0,7.6,1
60285,60285,35,1,7.5,0
60286,60286,47,1,4.6,1
60287,60287,44,1,6.3,0
60288,60288,43,1,6.8,0
60289,60289,44,1,7.9,0
60290,60290,49,1,5.8,0
60291,60291,47,1,2.6,1
60292,60292,42,1,6.1,0
60293,60293,47,0,2.8,1
60294,60294,52,1,5.5,0
60295,60295,56,0,6.4,0
60296,60296,44,1,8.1,0
60297,60297,42,1,5.1,0
60298,60298,50,1,10,1
60299,60299,46,1,3.4,0
60300,60300,54,1,3.6,0
60301,60301,46,1,7.4,0
60302,60302,40,0,6.4,0
60303,60303,44,1,5.4,1
60304,60304,42,0,7.2,1
60305,60305,39,1,7.5,0
60306,60306,49,1,9.3,0
60307,60307,47,0,4.9,1
60308,60308,41,1,6.7,0
60309,60309,56,1,6.1,1
60310,60310,48,0,8.3,1
60311,60311,40,1,5.1,0
60312,60312,51,0,6.5,1
60313,60313,40,1,7.6,1
60314,60314,35,1,8,0
60315,60315,54,1,8.6,1
60316,60316,60,1,7.7,1
60317,60317,54,1,3.1,1
60318,60318,57,1,6.7,1
60319,60319,50,1,5.4,1
60320,60320,54,1,2.7,0
60321,60321,50,1,7.2,0
60322,60322,50,0,6.3,1
60323,60323,57,0,7.9,0
60324,60324,45,1,7,0
60325,60325,40,0,8.2,0
60326,60326,45,0,5.4,0
60327,60327,50,0,2.9,0
60328,60328,42,0,7,0
60329,60329,48,1,7.8,0
60330,60330,54,1,8.3,1
60331,60331,54,1,6.7,0
60332,60332,47,1,3.3,0
60333,60333,52,1,8.6,1
60334,60334,41,1,7.1,0
60335,60335,52,1,3.4,0
60336,60336,49,1,7.4,0
60337,60337,51,1,6.6,1
60338,60338,51,0,4.7,1
60339,60339,48,1,4.6,1
60340,60340,51,1,4,0
60341,60341,46,1,4.8,0
60342,60342,47,0,5.8,0
60343,60343,35,0,6.1,0
60344,60344,47,1,7.7,0
60345,60345,40,0,8.3,0
60346,60346,45,0,3.7,0
60347,60347,41,1,5.8,0
60348,60348,49,1,4.3,0
60349,60349,44,0,2.4,0
60350,60350,44,1,7.6,0
60351,60351,57,1,6,1
60352,60352,47,1,4.2,0
60353,60353,44,1,5.9,0
60354,60354,42,0,4.4,0
60355,60355,48,0,3.5,0
60356,60356,51,1,7.7,0
60357,60357,48,1,6.7,0
60358,60358,45,1,4.3,0
60359,60359,39,0,8.2,0
60360,60360,46,1,5.1,0
60361,60361,48,1,5,1
60362,60362,47,1,8.3,0
60363,60363,49,1,8,0
60364,60364,41,1,6.6,0
60365,60365,49,1,7.7,0
60366,60366,54,1,7.7,0
60367,60367,54,1,7,1
60368,60368,52,1,9.4,0
60369,60369,47,1,5.2,0
60370,60370,50,1,4.7,0
60371,60371,50,0,3.1,0
60372,60372,58,1,5.6,0
60373,60373,47,1,5.9,0
60374,60374,44,1,6.8,1
60375,60375,50,1,7.9,0
60376,60376,43,0,6.2,0
60377,60377,40,1,8.4,1
60378,60378,41,1,6,0
60379,60379,52,1,5.2,1
60380,60380,49,0,8,1
60381,60381,47,0,8.4,0
60382,60382,46,1,8.6,1
60383,60383,56,1,8.4,1
60384,60384,39,1,6.9,1
60385,60385,41,0,3.6,0
60386,60386,44,1,8.3,0
60387,60387,49,1,6.9,1
60388,60388,43,1,9.1,0
60389,60389,51,1,6.4,0
60390,60390,37,1,9.9,0
60391,60391,46,0,4.2,0
60392,60392,46,1,8.5,1
60393,60393,46,1,6.8,0
60394,60394,51,1,9,1
60395,60395,39,0,3.6,0
60396,60396,38,0,4.8,0
60397,60397,49,1,9,0
60398,60398,35,1,8.1,0
60399,60399,44,1,9.1,0
60400,60400,51,1,7.4,1
60401,60401,43,1,5.1,0
60402,60402,49,1,4.3,0
60403,60403,50,1,2.7,0
60404,60404,39,1,7.1,1
60405,60405,57,1,8.6,1
60406,60406,52,1,5.7,0
60407,60407,51,1,4.1,0
60408,60408,54,1,6.4,0
60409,60409,46,1,5.5,0
60410,60410,43,1,3.2,0
60411,60411,51,1,8,0
60412,60412,41,1,6.8,0
60413,60413,52,1,7.2,0
60414,60414,49,1,5.5,1
60415,60415,44,1,5.9,0
60416,60416,42,1,10,0
60417,60417,44,1,9,0
60418,60418,44,1,5.1,0
60419,60419,38,1,7.5,0
60420,60420,47,1,2.9,1
60421,60421,59,1,8.5,1
60422,60422,50,1,6,0
60423,60423,39,1,6.7,0
60424,60424,45,1,9.3,1
60425,60425,54,0,8.1,1
60426,60426,52,1,5.8,0
60427,60427,48,1,3.9,1
60428,60428,53,0,1.9,0
60429,60429,44,1,8.6,0
60430,60430,47,1,4.1,0
60431,60431,43,0,4.6,0
60432,60432,48,1,6.9,0
60433,60433,36,1,2.9,0
60434,60434,44,1,9.5,1
60435,60435,37,1,8,0
60436,60436,43,1,9,0
60437,60437,35,0,6.3,0
60438,60438,50,1,5.4,1
60439,60439,50,1,4.3,0
60440,60440,39,1,6.2,1
60441,60441,42,1,8.6,1
60442,60442,42,1,6.2,1
60443,60443,53,0,8.1,0
60444,60444,47,1,7.6,0
60445,60445,42,1,9.4,1
60446,60446,53,0,6.8,0
60447,60447,49,1,8,1
60448,60448,44,1,6.7,0
60449,60449,48,1,4.5,0
60450,60450,55,1,8.4,0
60451,60451,44,1,6.6,0
60452,60452,40,1,2.8,0
60453,60453,50,1,5.6,0
60454,60454,52,1,5.6,0
60455,60455,46,1,7,0
60456,60456,42,1,8.2,0
60457,60457,48,0,5.9,0
60458,60458,47,0,5.2,1
60459,60459,43,1,4.9,0
60460,60460,42,1,3.9,0
60461,60461,49,1,6.2,0
60462,60462,54,0,6.1,0
60463,60463,54,1,5.2,0
60464,60464,47,0,8.7,0
60465,60465,44,0,7.3,0
60466,60466,43,1,7.3,0
60467,60467,58,1,2.9,0
60468,60468,45,1,6.8,0
60469,60469,47,1,6.3,1
60470,60470,49,1,8.4,0
60471,60471,47,0,9.2,0
60472,60472,48,1,4.8,1
60473,60473,45,1,5.5,0
60474,60474,53,1,6.9,0
60475,60475,45,1,5.7,0
60476,60476,49,1,3.5,1
60477,60477,36,1,6,0
60478,60478,42,1,8.5,0
60479,60479,52,0,4.2,0
60480,60480,42,1,6.6,0
60481,60481,47,1,6.4,0
60482,60482,44,1,6.8,1
60483,60483,40,1,8.8,0
60484,60484,44,0,6.1,0
60485,60485,46,1,5.2,0
60486,60486,46,0,7.6,0
60487,60487,55,1,8.3,0
60488,60488,45,1,4.8,0
60489,60489,48,1,5,0
60490,60490,44,1,5.8,0
60491,60491,56,1,7.1,0
60492,60492,49,1,8.6,1
60493,60493,50,1,4.8,0
60494,60494,44,0,6.3,0
60495,60495,57,1,6.6,0
60496,60496,43,1,4.2,0
60497,60497,51,1,4.8,0
60498,60498,49,1,8.5,0
60499,60499,46,1,1.9,0
60500,60500,43,1,6.4,0
60501,60501,42,1,6.5,0
60502,60502,52,0,5.2,1
60503,60503,45,1,1.6,0
60504,60504,47,1,9.1,0
60505,60505,49,1,4.5,1
60506,60506,44,0,7.7,1
60507,60507,45,1,7.3,1
60508,60508,39,0,5.1,0
60509,60509,40,0,8.4,0
60510,60510,36,1,9.1,0
60511,60511,47,1,7,0
60512,60512,40,1,7.4,0
60513,60513,57,0,4.4,0
60514,60514,44,1,6.8,0
60515,60515,46,1,4.7,0
60516,60516,41,1,5.3,0
60517,60517,42,1,5.9,0
60518,60518,55,1,5.8,0
60519,60519,48,1,1.5,1
60520,60520,50,1,6.7,1
60521,60521,43,1,4.2,0
60522,60522,50,1,8.5,0
60523,60523,56,1,3.1,1
60524,60524,46,1,7.4,0
60525,60525,56,0,6.3,0
60526,60526,46,0,5.3,1
60527,60527,49,1,4.4,1
60528,60528,53,1,5,0
60529,60529,49,1,4.8,0
60530,60530,43,0,3,1
60531,60531,51,0,9.7,1
60532,60532,50,0,5.2,1
60533,60533,52,1,3.7,0
60534,60534,48,1,7,0
60535,60535,46,1,9.1,1
60536,60536,60,1,6,1
60537,60537,52,1,10,1
60538,60538,45,0,6.6,0
60539,60539,61,0,4.7,1
60540,60540,53,0,9.2,0
60541,60541,46,1,7.3,0
60542,60542,58,1,8.5,0
60543,60543,43,1,6.4,0
60544,60544,43,1,7.1,1
60545,60545,46,1,7.8,1
60546,60546,51,1,6.1,0
60547,60547,46,1,5.6,0
60548,60548,47,1,4.1,1
60549,60549,51,0,6.9,0
60550,60550,43,0,4.8,0
60551,60551,52,1,5.8,0
60552,60552,41,1,7,1
60553,60553,55,1,6.6,0
60554,60554,49,1,6.4,1
60555,60555,37,1,3.6,0
60556,60556,49,1,5.9,1
60557,60557,41,0,4.8,0
60558,60558,46,1,7.9,1
60559,60559,48,1,6.8,0
60560,60560,40,1,5.4,1
60561,60561,44,1,3.3,0
60562,60562,41,1,7.4,1
60563,60563,50,1,10,1
60564,60564,46,0,5.6,1
60565,60565,42,0,6,0
60566,60566,39,1,6.7,0
60567,60567,46,1,4.7,0
60568,60568,48,0,5.3,0
60569,60569,51,0,8.1,1
60570,60570,48,1,5.6,0
60571,60571,45,1,6.8,0
60572,60572,51,1,7.6,0
60573,60573,51,1,5.4,0
60574,60574,44,1,7.4,0
60575,60575,52,1,7.6,1
60576,60576,52,1,5,0
60577,60577,53,1,6.3,0
60578,60578,48,1,8.9,0
60579,60579,37,1,4.3,1
60580,60580,45,1,5.3,0
60581,60581,44,0,5.3,0
60582,60582,43,1,5.9,0
60583,60583,39,1,5.7,1
60584,60584,53,1,7.2,0
60585,60585,42,1,6,0
60586,60586,49,1,6.1,0
60587,60587,39,1,7.8,1
60588,60588,41,1,7.9,0
60589,60589,42,1,6.1,0
60590,60590,38,1,6,0
60591,60591,51,0,6.2,1
60592,60592,55,1,4.7,1
60593,60593,46,1,8.7,0
60594,60594,44,1,7,0
60595,60595,55,1,6.3,0
60596,60596,62,1,5.3,0
60597,60597,46,1,5.5,0
60598,60598,39,1,4.5,0
60599,60599,37,0,9.2,0
60600,60600,44,0,6,0
60601,60601,52,1,6.4,1
60602,60602,45,0,10,0
60603,60603,50,1,4.8,1
60604,60604,55,1,8.1,0
60605,60605,44,1,2.9,1
60606,60606,54,1,5.2,1
60607,60607,43,1,7.5,0
60608,60608,43,1,7.8,0
60609,60609,46,1,8.7,0
60610,60610,48,1,10,1
60611,60611,41,1,8.4,0
60612,60612,47,1,5.2,0
60613,60613,45,1,7.8,0
60614,60614,36,0,6.3,0
60615,60615,41,1,6.6,1
60616,60616,56,1,8.7,1
60617,60617,51,1,4.9,0
60618,60618,47,1,8.3,0
60619,60619,51,1,4.4,0
60620,60620,46,1,9,1
60621,60621,49,1,4.9,1
60622,60622,46,1,8.3,0
60623,60623,35,1,4.1,0
60624,60624,49,1,9.8,0
60625,60625,42,1,6.4,0
60626,60626,44,1,5.4,0
60627,60627,44,0,7.6,0
60628,60628,42,1,4.4,1
60629,60629,37,1,7.8,0
60630,60630,52,1,6.4,0
60631,60631,52,1,7.5,1
60632,60632,46,0,8.3,0
60633,60633,54,1,8.1,1
60634,60634,54,0,8.7,0
60635,60635,50,1,4.6,0
60636,60636,48,1,7.2,1
60637,60637,52,1,4.2,1
60638,60638,42,1,6.6,0
60639,60639,47,0,8.2,0
60640,60640,45,1,6.9,0
60641,60641,46,1,7.5,0
60642,60642,47,1,7.3,1
60643,60643,53,1,9.5,0
60644,60644,52,1,7.6,0
60645,60645,39,1,7,0
60646,60646,43,1,4.9,1
60647,60647,48,1,1.4,0
60648,60648,47,1,6.6,0
60649,60649,46,1,5.9,0
60650,60650,46,1,8.5,0
60651,60651,49,0,7.6,0
60652,60652,44,1,8.4,1
60653,60653,48,1,6.7,0
60654,60654,52,1,2.9,0
60655,60655,49,1,4.2,0
60656,60656,44,0,5.6,0
60657,60657,45,1,5.3,1
60658,60658,45,0,7.2,1
60659,60659,50,1,6.3,1
60660,60660,52,0,3.7,0
60661,60661,38,1,7.3,0
60662,60662,44,1,7,1
60663,60663,46,0,8.9,1
60664,60664,56,1,7.8,0
60665,60665,45,0,4.7,0
60666,60666,41,1,8.6,0
60667,60667,48,0,7,0
60668,60668,47,1,7.5,1
60669,60669,51,1,8.6,0
60670,60670,49,1,8.1,1
60671,60671,43,1,5.5,0
60672,60672,38,1,7.4,1
60673,60673,52,1,3.8,0
60674,60674,45,1,5.8,0
60675,60675,49,1,6.1,0
60676,60676,50,1,2.3,1
60677,60677,52,1,9.3,0
60678,60678,50,1,8.5,1
60679,60679,45,1,7.5,0
60680,60680,59,1,5.9,0
60681,60681,48,0,5.8,1
60682,60682,55,1,7,1
60683,60683,42,0,6.6,1
60684,60684,45,0,4.6,0
60685,60685,36,1,6.8,1
60686,60686,41,1,5.2,0
60687,60687,43,1,8,0
60688,60688,45,1,6.8,1
60689,60689,41,0,5.5,1
60690,60690,46,1,8.3,1
60691,60691,53,1,4.2,0
60692,60692,44,1,2.2,0
60693,60693,49,0,7.7,0
60694,60694,48,1,7.8,1
60695,60695,41,1,8,0
60696,60696,50,0,7,1
60697,60697,48,1,7.4,0
60698,60698,54,1,7.5,0
60699,60699,52,1,5.6,0
60700,60700,45,0,7.2,0
60701,60701,51,1,7.2,0
60702,60702,41,1,5.2,1
60703,60703,42,1,8.6,1
60704,60704,35,0,3.7,0
60705,60705,49,1,6.3,0
60706,60706,56,1,7.2,1
60707,60707,50,1,6.7,1
60708,60708,52,1,9,0
60709,60709,53,0,7.1,0
60710,60710,49,0,8.2,1
60711,60711,49,0,4.5,0
60712,60712,50,1,1.6,1
60713,60713,36,1,8,0
60714,60714,52,1,7.4,0
60715,60715,58,1,8.5,1
60716,60716,39,1,5.3,1
60717,60717,46,0,2.9,0
60718,60718,46,1,5.3,0
60719,60719,40,0,3,0
60720,60720,40,0,6.3,0
60721,60721,45,1,8.3,0
60722,60722,52,0,8.3,0
60723,60723,51,1,6.8,1
60724,60724,49,0,8,1
60725,60725,52,0,7.5,0
60726,60726,45,1,6.1,0
60727,60727,45,1,7.7,1
60728,60728,46,1,9.7,1
60729,60729,48,0,6.5,0
60730,60730,45,1,4.8,1
60731,60731,45,1,4.8,0
60732,60732,55,1,6.4,0
60733,60733,49,1,8.3,1
60734,60734,51,1,8.3,0
60735,60735,54,0,5.8,1
60736,60736,47,1,7.9,1
60737,60737,53,1,7.4,0
60738,60738,59,1,6,1
60739,60739,45,1,6.8,0
60740,60740,51,1,6.5,0
60741,60741,35,1,9.9,0
60742,60742,54,1,1,1
60743,60743,40,1,4.7,1
60744,60744,53,0,4.5,1
60745,60745,51,1,4.9,0
60746,60746,46,1,6.6,0
60747,60747,42,1,8.3,0
60748,60748,55,1,2.3,0
60749,60749,47,1,5.1,0
60750,60750,52,1,5.1,0
60751,60751,43,0,9,1
60752,60752,47,0,5.8,0
60753,60753,47,1,5.2,0
60754,60754,44,0,7.7,0
60755,60755,43,1,7.4,0
60756,60756,52,1,3.4,1
60757,60757,43,0,9,0
60758,60758,52,0,7.4,0
60759,60759,44,1,5.4,0
60760,60760,45,1,4.9,1
60761,60761,42,1,3.6,0
60762,60762,52,0,5.7,0
60763,60763,48,1,5.2,1
60764,60764,41,1,7.6,0
60765,60765,38,1,6.5,1
60766,60766,51,0,5.6,0
60767,60767,35,1,7.7,0
