job_profiles_id,employee_id,job_role,seniority_level,years_experience,work_mode,salary_usd
63227,63227,ML Engineer,Junior,1,Remote,84071
63228,63228,Data Analyst,Mid,1,Remote,69080
63229,63229,Backend Developer,Mid,18,Hybrid,55554
63230,63230,ML Engineer,Junior,10,Hybrid,51123
63231,63231,Product Manager,Senior,10,Remote,40000
63232,63232,Backend Developer,Mid,6,On-site,72929
63233,63233,Frontend Developer,Junior,6,Remote,58402
63234,63234,Product Manager,Senior,15,Hybrid,40000
63235,63235,Software Engineer,Senior,4,On-site,90711
63236,63236,Frontend Developer,Lead,5,On-site,98278
63237,63237,Data Analyst,Principal,11,Remote,103843
63238,63238,DevOps Engineer,Principal,8,Hybrid,170272
63239,63239,Cloud Engineer,Manager,16,Hybrid,144238
63240,63240,Full Stack Developer,Mid,9,Hybrid,66294
63241,63241,Cloud Engineer,Junior,8,Hybrid,79981
63242,63242,Full Stack Developer,Lead,0,Remote,96976
63243,63243,Full Stack Developer,Lead,17,Remote,46376
63244,63244,ML Engineer,Mid,2,Hybrid,42990
63245,63245,Software Engineer,Senior,22,Hybrid,91833
63246,63246,Data Analyst,Junior,2,Hybrid,40000
63247,63247,Full Stack Developer,Lead,11,Remote,40000
63248,63248,Backend Developer,Manager,13,Remote,51578
63249,63249,Software Engineer,Junior,10,Hybrid,40000
63250,63250,Software Engineer,Mid,9,Hybrid,103431
63251,63251,Frontend Developer,Junior,4,Hybrid,51378
63252,63252,Cybersecurity Engineer,Senior,22,Hybrid,40000
63253,63253,DevOps Engineer,Manager,9,Remote,41683
63254,63254,ML Engineer,Senior,8,On-site,41292
63255,63255,Data Scientist,Mid,9,Remote,65256
63256,63256,Backend Developer,Mid,17,Hybrid,40000
63257,63257,Cloud Engineer,Manager,13,Hybrid,128253
63258,63258,Software Engineer,Senior,10,Remote,70582
63259,63259,DevOps Engineer,Mid,0,On-site,49004
63260,63260,Product Manager,Mid,18,Remote,40000
63261,63261,Backend Developer,Junior,11,Hybrid,62409
63262,63262,Backend Developer,Lead,4,On-site,101944
63263,63263,QA Engineer,Mid,8,Hybrid,46468
63264,63264,Product Manager,Junior,18,On-site,40000
63265,63265,Frontend Developer,Senior,16,Hybrid,40000
63266,63266,Product Manager,Senior,22,Hybrid,105280
63267,63267,Full Stack Developer,Senior,16,Hybrid,40000
63268,63268,Product Manager,Senior,0,Remote,40000
63269,63269,Cybersecurity Engineer,Lead,18,Remote,109156
63270,63270,Software Engineer,Mid,1,Hybrid,40000
63271,63271,Software Engineer,Senior,18,Hybrid,134616
63272,63272,Software Engineer,Manager,15,Remote,158902
63273,63273,Software Engineer,Mid,21,On-site,40000
63274,63274,ML Engineer,Mid,14,Hybrid,78519
63275,63275,Software Engineer,Senior,8,Hybrid,140219
63276,63276,Data Scientist,Mid,18,Hybrid,113880
63277,63277,Software Engineer,Mid,2,Hybrid,79330
63278,63278,Frontend Developer,Senior,12,Remote,94628
63279,63279,Data Analyst,Senior,8,On-site,40000
63280,63280,ML Engineer,Junior,10,Hybrid,75433
63281,63281,ML Engineer,Principal,5,On-site,192184
63282,63282,Product Manager,Mid,8,Hybrid,90784
63283,63283,DevOps Engineer,Manager,12,Remote,97554
63284,63284,Data Analyst,Senior,20,Remote,110977
63285,63285,ML Engineer,Manager,10,Hybrid,40000
63286,63286,Frontend Developer,Senior,6,Remote,81657
63287,63287,Data Scientist,Senior,0,On-site,44562
63288,63288,Data Scientist,Manager,20,Hybrid,131455
63289,63289,Cybersecurity Engineer,Mid,0,Hybrid,95222
63290,63290,Software Engineer,Mid,13,Remote,118849
63291,63291,Data Analyst,Mid,12,Remote,87782
63292,63292,Data Analyst,Lead,16,Remote,100014
63293,63293,Frontend Developer,Junior,5,Remote,40000
63294,63294,Data Analyst,Principal,12,Remote,137121
63295,63295,DevOps Engineer,Manager,17,Hybrid,44636
63296,63296,Data Scientist,Junior,9,Remote,45038
63297,63297,Backend Developer,Junior,0,Hybrid,55886
63298,63298,Cybersecurity Engineer,Junior,2,Hybrid,55276
63299,63299,Software Engineer,Lead,19,Hybrid,128008
63300,63300,ML Engineer,Manager,5,Remote,122418
63301,63301,QA Engineer,Junior,7,Hybrid,44971
63302,63302,Backend Developer,Senior,25,Remote,106268
63303,63303,ML Engineer,Mid,16,On-site,135112
63304,63304,Software Engineer,Lead,16,Remote,47951
63305,63305,ML Engineer,Mid,21,Hybrid,102906
63306,63306,Backend Developer,Manager,0,Remote,125374
63307,63307,Cloud Engineer,Lead,21,On-site,150171
63308,63308,Frontend Developer,Mid,20,Hybrid,62821
63309,63309,Data Analyst,Principal,6,On-site,107366
63310,63310,Data Scientist,Mid,13,On-site,40000
63311,63311,Software Engineer,Mid,17,Remote,67936
63312,63312,DevOps Engineer,Senior,2,On-site,101572
63313,63313,Full Stack Developer,Junior,14,Remote,40000
63314,63314,QA Engineer,Senior,3,Hybrid,89310
63315,63315,Cloud Engineer,Principal,25,Hybrid,57059
63316,63316,Software Engineer,Junior,12,On-site,49766
63317,63317,ML Engineer,Principal,11,Hybrid,53560
63318,63318,Frontend Developer,Lead,0,Remote,94162
63319,63319,Software Engineer,Junior,13,Hybrid,60632
63320,63320,Software Engineer,Junior,20,Hybrid,43709
63321,63321,DevOps Engineer,Mid,5,Remote,40000
63322,63322,DevOps Engineer,Senior,6,Remote,94451
63323,63323,Product Manager,Senior,3,Hybrid,85745
63324,63324,DevOps Engineer,Junior,0,Hybrid,44802
63325,63325,ML Engineer,Lead,0,On-site,155662
63326,63326,Software Engineer,Manager,15,On-site,151000
63327,63327,ML Engineer,Mid,0,Hybrid,54615
63328,63328,Software Engineer,Lead,0,On-site,43564
63329,63329,Full Stack Developer,Manager,3,On-site,140558
63330,63330,Frontend Developer,Senior,10,On-site,40000
63331,63331,Frontend Developer,Junior,15,Hybrid,48677
63332,63332,QA Engineer,Lead,3,Hybrid,105890
63333,63333,Frontend Developer,Mid,3,Hybrid,75386
63334,63334,Software Engineer,Senior,14,Remote,94183
63335,63335,Frontend Developer,Junior,13,Hybrid,40365
63336,63336,Full Stack Developer,Junior,17,On-site,56433
63337,63337,Cloud Engineer,Mid,13,Hybrid,65907
63338,63338,Software Engineer,Junior,0,Remote,40000
63339,63339,Full Stack Developer,Mid,5,Remote,60649
63340,63340,ML Engineer,Junior,18,Hybrid,40000
63341,63341,Software Engineer,Junior,21,Hybrid,61732
63342,63342,Product Manager,Manager,8,Hybrid,144247
63343,63343,Full Stack Developer,Junior,7,Remote,60459
63344,63344,Frontend Developer,Junior,2,Hybrid,42645
63345,63345,Data Scientist,Manager,20,On-site,176726
63346,63346,Backend Developer,Senior,1,On-site,106537
63347,63347,Product Manager,Mid,24,Hybrid,90629
63348,63348,Product Manager,Junior,9,On-site,40000
63349,63349,Backend Developer,Junior,2,Remote,40000
63350,63350,Software Engineer,Senior,0,Hybrid,144685
63351,63351,Software Engineer,Mid,8,On-site,62393
63352,63352,DevOps Engineer,Junior,8,On-site,40000
63353,63353,Data Scientist,Junior,8,Remote,40000
63354,63354,Product Manager,Junior,8,On-site,59689
63355,63355,Software Engineer,Mid,20,Hybrid,68469
63356,63356,Data Scientist,Mid,12,On-site,66611
63357,63357,Cloud Engineer,Mid,9,Hybrid,100018
63358,63358,Backend Developer,Mid,16,Remote,93268
63359,63359,Product Manager,Senior,2,On-site,94345
63360,63360,Software Engineer,Junior,14,Hybrid,55306
63361,63361,ML Engineer,Manager,16,Remote,51211
63362,63362,Backend Developer,Mid,17,On-site,40000
63363,63363,Data Scientist,Junior,0,On-site,50821
63364,63364,ML Engineer,Mid,2,Remote,87226
63365,63365,Software Engineer,Manager,3,Hybrid,84135
63366,63366,Product Manager,Senior,11,On-site,110584
63367,63367,Data Analyst,Mid,11,Hybrid,40000
63368,63368,Data Analyst,Junior,13,Hybrid,63407
63369,63369,Backend Developer,Senior,1,Remote,40000
63370,63370,QA Engineer,Senior,19,Remote,40000
63371,63371,Product Manager,Mid,11,Remote,104921
63372,63372,Data Analyst,Lead,12,Hybrid,75715
63373,63373,Frontend Developer,Lead,10,On-site,163244
63374,63374,Data Analyst,Mid,3,On-site,66387
63375,63375,Cloud Engineer,Mid,14,Hybrid,40000
63376,63376,Product Manager,Lead,10,On-site,168832
63377,63377,Software Engineer,Principal,12,Remote,44750
63378,63378,Software Engineer,Mid,12,Hybrid,97299
63379,63379,Data Scientist,Junior,10,Remote,40000
63380,63380,Software Engineer,Mid,0,Hybrid,70479
63381,63381,Cybersecurity Engineer,Junior,7,On-site,59960
63382,63382,Data Scientist,Senior,18,Hybrid,87011
63383,63383,Full Stack Developer,Senior,4,Hybrid,40055
63384,63384,Software Engineer,Junior,11,Hybrid,40000
63385,63385,Data Analyst,Principal,13,Remote,142802
63386,63386,Data Scientist,Mid,25,Hybrid,84341
63387,63387,DevOps Engineer,Senior,7,On-site,147227
63388,63388,Frontend Developer,Mid,0,On-site,79873
63389,63389,Backend Developer,Junior,14,Remote,70017
63390,63390,ML Engineer,Senior,4,On-site,95641
63391,63391,Software Engineer,Junior,12,On-site,58811
63392,63392,Frontend Developer,Mid,13,Hybrid,63429
63393,63393,Product Manager,Manager,9,Hybrid,151506
63394,63394,Software Engineer,Lead,7,On-site,126945
63395,63395,Frontend Developer,Senior,16,Remote,40000
63396,63396,Software Engineer,Mid,15,Hybrid,57561
63397,63397,Backend Developer,Manager,10,Hybrid,141687
63398,63398,Product Manager,Lead,12,Remote,162488
63399,63399,Software Engineer,Senior,2,Hybrid,82348
63400,63400,Frontend Developer,Junior,12,On-site,49306
63401,63401,Software Engineer,Senior,8,On-site,75059
63402,63402,Product Manager,Junior,8,Hybrid,56736
63403,63403,Frontend Developer,Mid,20,On-site,85745
63404,63404,Software Engineer,Senior,2,Hybrid,109816
63405,63405,ML Engineer,Senior,17,Remote,110657
63406,63406,Cybersecurity Engineer,Senior,11,Remote,152495
63407,63407,Software Engineer,Lead,9,Hybrid,107224
63408,63408,Data Scientist,Mid,3,On-site,88330
63409,63409,Data Scientist,Mid,10,Hybrid,40000
63410,63410,Frontend Developer,Lead,25,Remote,138877
63411,63411,Product Manager,Senior,1,Remote,40000
63412,63412,Product Manager,Junior,1,On-site,70515
63413,63413,Software Engineer,Junior,7,On-site,50835
63414,63414,Software Engineer,Mid,10,On-site,40000
63415,63415,Product Manager,Junior,15,Remote,78744
63416,63416,Software Engineer,Junior,13,Remote,55573
63417,63417,Software Engineer,Senior,1,On-site,103619
63418,63418,Full Stack Developer,Manager,13,Hybrid,155681
63419,63419,Product Manager,Principal,7,Remote,130245
63420,63420,Data Scientist,Junior,11,On-site,74301
63421,63421,Backend Developer,Mid,4,On-site,68749
63422,63422,Software Engineer,Manager,0,Hybrid,95782
63423,63423,Product Manager,Junior,7,Remote,40000
63424,63424,Frontend Developer,Lead,9,Remote,100876
63425,63425,Data Analyst,Junior,12,On-site,40000
63426,63426,ML Engineer,Junior,11,Hybrid,40000
63427,63427,Software Engineer,Senior,4,Remote,87849
63428,63428,Cloud Engineer,Lead,6,Remote,114385
63429,63429,Backend Developer,Senior,22,On-site,103717
63430,63430,DevOps Engineer,Manager,25,Remote,118896
63431,63431,Product Manager,Manager,14,On-site,59639
63432,63432,Software Engineer,Senior,16,On-site,111306
63433,63433,Software Engineer,Principal,2,Hybrid,45429
63434,63434,Cybersecurity Engineer,Principal,16,Remote,43551
63435,63435,Data Scientist,Senior,8,On-site,99652
63436,63436,Software Engineer,Senior,2,On-site,125873
63437,63437,Data Scientist,Junior,15,On-site,51984
63438,63438,Software Engineer,Senior,10,On-site,100764
63439,63439,Full Stack Developer,Mid,20,On-site,117669
63440,63440,Cybersecurity Engineer,Mid,18,Remote,59058
63441,63441,Frontend Developer,Senior,0,Hybrid,78867
63442,63442,ML Engineer,Mid,10,Hybrid,40000
63443,63443,Data Scientist,Manager,3,Hybrid,131070
63444,63444,Software Engineer,Junior,20,Hybrid,76028
63445,63445,Software Engineer,Senior,9,Remote,99011
63446,63446,DevOps Engineer,Mid,3,Remote,98512
63447,63447,Software Engineer,Mid,0,Hybrid,81987
63448,63448,Software Engineer,Mid,16,On-site,40000
63449,63449,ML Engineer,Mid,4,Remote,90034
63450,63450,Product Manager,Senior,7,On-site,40000
63451,63451,Product Manager,Junior,11,Hybrid,87655
63452,63452,ML Engineer,Mid,2,On-site,40000
63453,63453,Software Engineer,Junior,1,Hybrid,40000
63454,63454,QA Engineer,Junior,7,On-site,40000
63455,63455,Product Manager,Principal,3,On-site,155596
63456,63456,Backend Developer,Lead,5,Remote,103104
63457,63457,ML Engineer,Mid,3,Hybrid,120267
63458,63458,Frontend Developer,Mid,1,On-site,64265
63459,63459,Software Engineer,Senior,0,Remote,122793
63460,63460,Data Scientist,Mid,13,Remote,84783
63461,63461,Software Engineer,Senior,14,On-site,110210
63462,63462,Backend Developer,Senior,17,Remote,40000
63463,63463,DevOps Engineer,Junior,12,Remote,50973
63464,63464,Software Engineer,Junior,19,On-site,40000
63465,63465,Product Manager,Senior,6,Remote,57476
63466,63466,QA Engineer,Senior,15,Remote,110485
63467,63467,Software Engineer,Senior,7,Remote,115990
63468,63468,Data Scientist,Lead,5,Hybrid,134405
63469,63469,Product Manager,Principal,18,Hybrid,190460
63470,63470,ML Engineer,Senior,12,Remote,148566
63471,63471,ML Engineer,Mid,11,Hybrid,82253
63472,63472,Cloud Engineer,Lead,0,Hybrid,55177
63473,63473,Software Engineer,Lead,16,Hybrid,150364
63474,63474,Data Scientist,Mid,14,Hybrid,91612
63475,63475,DevOps Engineer,Senior,7,Remote,40000
63476,63476,Software Engineer,Principal,13,Hybrid,185742
63477,63477,Cloud Engineer,Lead,16,Hybrid,164538
63478,63478,Software Engineer,Lead,4,Hybrid,138362
63479,63479,Cybersecurity Engineer,Senior,5,Remote,86134
63480,63480,Data Scientist,Mid,7,Hybrid,79040
63481,63481,Data Scientist,Lead,2,Remote,145815
63482,63482,Full Stack Developer,Mid,13,On-site,116725
63483,63483,Frontend Developer,Senior,16,Hybrid,103572
63484,63484,Frontend Developer,Manager,12,Hybrid,44729
63485,63485,Software Engineer,Mid,13,Hybrid,84303
63486,63486,Data Scientist,Senior,15,Hybrid,131399
63487,63487,Product Manager,Mid,9,On-site,40000
63488,63488,Backend Developer,Mid,3,Hybrid,82720
63489,63489,DevOps Engineer,Junior,8,Hybrid,45518
63490,63490,Frontend Developer,Lead,16,On-site,61660
63491,63491,QA Engineer,Manager,12,Remote,40000
63492,63492,Product Manager,Senior,6,On-site,108006
63493,63493,Frontend Developer,Mid,15,Remote,86811
63494,63494,Backend Developer,Mid,9,On-site,68770
63495,63495,DevOps Engineer,Junior,6,Remote,40000
63496,63496,Software Engineer,Senior,12,Hybrid,84247
63497,63497,Frontend Developer,Senior,10,Remote,90524
63498,63498,ML Engineer,Junior,16,Hybrid,64970
63499,63499,ML Engineer,Manager,3,On-site,182857
63500,63500,Full Stack Developer,Manager,11,Hybrid,139759
63501,63501,Software Engineer,Mid,14,Remote,102113
63502,63502,Data Scientist,Senior,9,Remote,100214
63503,63503,Software Engineer,Lead,13,On-site,40000
63504,63504,Backend Developer,Lead,9,Remote,102249
63505,63505,Software Engineer,Lead,14,Remote,91396
63506,63506,Software Engineer,Manager,5,Hybrid,145283
63507,63507,ML Engineer,Principal,8,Remote,135703
63508,63508,Data Scientist,Lead,2,Remote,120627
63509,63509,Software Engineer,Manager,6,Remote,108929
63510,63510,Frontend Developer,Lead,0,Hybrid,116894
63511,63511,Cybersecurity Engineer,Lead,10,On-site,40000
63512,63512,Frontend Developer,Senior,17,Remote,73285
63513,63513,ML Engineer,Senior,6,Hybrid,139133
63514,63514,Software Engineer,Senior,15,Remote,40000
63515,63515,DevOps Engineer,Lead,20,Hybrid,40000
63516,63516,Software Engineer,Junior,10,Hybrid,71094
63517,63517,Software Engineer,Junior,0,On-site,48849
63518,63518,Product Manager,Senior,18,On-site,99962
63519,63519,Data Scientist,Junior,13,Remote,92255
63520,63520,Software Engineer,Junior,11,Remote,40940
63521,63521,Frontend Developer,Mid,3,Remote,87036
63522,63522,DevOps Engineer,Mid,13,Hybrid,82909
63523,63523,Product Manager,Mid,5,On-site,96454
63524,63524,DevOps Engineer,Mid,1,Remote,104076
63525,63525,Software Engineer,Principal,10,Hybrid,45851
63526,63526,Data Scientist,Mid,3,Remote,65439
63527,63527,DevOps Engineer,Mid,16,Hybrid,74524
63528,63528,Frontend Developer,Mid,12,Remote,81179
63529,63529,Frontend Developer,Manager,9,Remote,104199
63530,63530,ML Engineer,Senior,10,Remote,40000
63531,63531,ML Engineer,Junior,0,On-site,40000
63532,63532,Software Engineer,Senior,4,On-site,88718
63533,63533,Frontend Developer,Mid,20,On-site,90670
63534,63534,Data Scientist,Manager,7,Remote,212652
63535,63535,ML Engineer,Mid,0,Remote,89429
63536,63536,Frontend Developer,Junior,16,Remote,46520
63537,63537,DevOps Engineer,Lead,4,Hybrid,40000
63538,63538,Cybersecurity Engineer,Mid,10,Hybrid,40000
63539,63539,Software Engineer,Mid,19,Hybrid,92180
63540,63540,Cloud Engineer,Senior,7,Hybrid,128771
63541,63541,DevOps Engineer,Junior,16,On-site,69417
63542,63542,Data Analyst,Lead,14,Hybrid,108479
63543,63543,ML Engineer,Lead,18,Remote,142579
63544,63544,DevOps Engineer,Lead,14,On-site,149507
63545,63545,Software Engineer,Manager,4,Hybrid,40778
63546,63546,Data Scientist,Principal,0,Remote,45968
63547,63547,DevOps Engineer,Junior,3,On-site,61733
63548,63548,Backend Developer,Senior,5,On-site,43062
63549,63549,Software Engineer,Manager,14,Remote,42691
63550,63550,Data Scientist,Junior,17,On-site,63898
63551,63551,Data Scientist,Senior,3,Hybrid,91733
63552,63552,Product Manager,Principal,18,Hybrid,148584
63553,63553,DevOps Engineer,Manager,4,Hybrid,101188
63554,63554,Software Engineer,Senior,4,Hybrid,133695
63555,63555,Backend Developer,Junior,1,On-site,51314
63556,63556,Backend Developer,Mid,10,Hybrid,40000
63557,63557,Software Engineer,Lead,6,Hybrid,158505
63558,63558,Data Scientist,Mid,17,Hybrid,84307
63559,63559,Software Engineer,Senior,2,On-site,46921
63560,63560,Backend Developer,Senior,13,Hybrid,93294
63561,63561,Software Engineer,Senior,0,Hybrid,40000
63562,63562,Backend Developer,Senior,16,Hybrid,89037
63563,63563,Software Engineer,Junior,11,On-site,49160
63564,63564,Data Scientist,Junior,11,Hybrid,46834
63565,63565,ML Engineer,Manager,4,Hybrid,117181
63566,63566,Backend Developer,Senior,4,On-site,120861
63567,63567,Software Engineer,Senior,12,On-site,40000
63568,63568,Full Stack Developer,Senior,19,Remote,86043
63569,63569,ML Engineer,Senior,1,Hybrid,40000
63570,63570,QA Engineer,Mid,4,Remote,40000
63571,63571,Software Engineer,Manager,5,Remote,114896
63572,63572,Data Scientist,Senior,0,Hybrid,40000
63573,63573,Software Engineer,Manager,1,Remote,61120
63574,63574,DevOps Engineer,Senior,4,On-site,40000
63575,63575,Cloud Engineer,Senior,5,On-site,123036
63576,63576,Cloud Engineer,Junior,18,Hybrid,42415
63577,63577,Data Analyst,Senior,16,Remote,70230
63578,63578,Data Analyst,Senior,2,Hybrid,40000
63579,63579,Backend Developer,Principal,13,Hybrid,130857
63580,63580,DevOps Engineer,Mid,2,Remote,69779
63581,63581,DevOps Engineer,Senior,8,Hybrid,145050
63582,63582,ML Engineer,Principal,11,Remote,224474
63583,63583,Cloud Engineer,Senior,25,Remote,131961
63584,63584,DevOps Engineer,Senior,13,On-site,107473
63585,63585,Data Scientist,Senior,0,Hybrid,86559
63586,63586,Cybersecurity Engineer,Lead,17,Remote,47230
63587,63587,Software Engineer,Mid,18,Remote,56264
63588,63588,Full Stack Developer,Mid,15,Remote,71333
63589,63589,Frontend Developer,Senior,0,On-site,40000
63590,63590,Full Stack Developer,Manager,10,Remote,128422
63591,63591,Cybersecurity Engineer,Mid,9,Hybrid,79743
63592,63592,DevOps Engineer,Mid,21,Hybrid,82691
63593,63593,Backend Developer,Mid,12,Hybrid,93595
63594,63594,Cloud Engineer,Mid,23,Remote,104565
63595,63595,Data Analyst,Mid,4,Hybrid,49699
63596,63596,ML Engineer,Lead,4,Hybrid,161537
63597,63597,Frontend Developer,Principal,4,On-site,130869
63598,63598,Frontend Developer,Principal,16,Remote,174087
63599,63599,Data Scientist,Mid,15,On-site,40000
63600,63600,Frontend Developer,Mid,12,Remote,40000
63601,63601,ML Engineer,Senior,7,Remote,40000
63602,63602,Full Stack Developer,Mid,12,Remote,55555
63603,63603,Software Engineer,Manager,1,Remote,115070
63604,63604,Software Engineer,Principal,3,Hybrid,138250
63605,63605,Software Engineer,Mid,6,Hybrid,40000
63606,63606,DevOps Engineer,Mid,10,On-site,71727
63607,63607,DevOps Engineer,Junior,5,Remote,45519
63608,63608,Cloud Engineer,Junior,3,Hybrid,68655
63609,63609,DevOps Engineer,Senior,0,Hybrid,132569
63610,63610,Product Manager,Senior,12,Remote,40000
63611,63611,Software Engineer,Manager,0,Hybrid,158529
63612,63612,Data Analyst,Senior,16,Hybrid,40000
63613,63613,ML Engineer,Mid,10,Hybrid,112886
63614,63614,ML Engineer,Senior,15,On-site,40000
63615,63615,Software Engineer,Junior,3,Hybrid,58603
63616,63616,Software Engineer,Lead,23,Remote,105200
63617,63617,Data Analyst,Junior,23,Hybrid,56340
63618,63618,DevOps Engineer,Mid,9,On-site,82368
63619,63619,Data Scientist,Senior,12,On-site,101060
63620,63620,Data Scientist,Manager,8,Remote,96643
63621,63621,Product Manager,Lead,16,On-site,186179
63622,63622,Software Engineer,Junior,15,Hybrid,50387
63623,63623,Cybersecurity Engineer,Mid,3,Remote,58662
63624,63624,DevOps Engineer,Mid,3,Hybrid,40000
63625,63625,Data Scientist,Senior,13,Hybrid,86344
63626,63626,Product Manager,Junior,14,Hybrid,40000
63627,63627,DevOps Engineer,Manager,9,Hybrid,129233
63628,63628,ML Engineer,Principal,0,Hybrid,162857
63629,63629,Cybersecurity Engineer,Manager,13,Hybrid,44434
63630,63630,Data Scientist,Senior,22,Remote,87724
63631,63631,Software Engineer,Mid,0,On-site,40000
63632,63632,Software Engineer,Principal,15,On-site,155727
63633,63633,Cybersecurity Engineer,Senior,23,Hybrid,40000
63634,63634,Cloud Engineer,Junior,14,Hybrid,83075
63635,63635,Cybersecurity Engineer,Mid,10,Remote,61324
63636,63636,Product Manager,Junior,16,Hybrid,73997
63637,63637,Software Engineer,Senior,7,On-site,126185
63638,63638,Cloud Engineer,Junior,13,On-site,79286
63639,63639,Cybersecurity Engineer,Senior,9,Hybrid,45620
63640,63640,Software Engineer,Mid,9,Remote,78080
63641,63641,Frontend Developer,Mid,4,Hybrid,40000
63642,63642,Data Scientist,Junior,6,Hybrid,51468
63643,63643,Data Scientist,Lead,23,Hybrid,40000
63644,63644,Product Manager,Manager,8,Remote,130175
63645,63645,DevOps Engineer,Mid,0,On-site,40000
63646,63646,Software Engineer,Junior,25,Remote,75400
63647,63647,Frontend Developer,Senior,5,Remote,113164
63648,63648,Cloud Engineer,Junior,8,On-site,73824
63649,63649,Data Analyst,Mid,8,Hybrid,40000
63650,63650,DevOps Engineer,Mid,8,Hybrid,77448
63651,63651,Backend Developer,Senior,4,Hybrid,40000
63652,63652,Full Stack Developer,Junior,20,Hybrid,42983
63653,63653,Data Scientist,Senior,9,On-site,98276
63654,63654,Backend Developer,Mid,3,Hybrid,77029
63655,63655,Full Stack Developer,Manager,1,Remote,134704
63656,63656,DevOps Engineer,Senior,15,Hybrid,43827
63657,63657,Data Analyst,Senior,7,Hybrid,105540
63658,63658,Backend Developer,Mid,11,On-site,89106
63659,63659,Data Scientist,Junior,1,Remote,67265
63660,63660,Data Scientist,Mid,9,Remote,111040
63661,63661,Frontend Developer,Manager,8,On-site,141361
63662,63662,Backend Developer,Mid,13,On-site,86286
63663,63663,Software Engineer,Junior,9,Remote,40000
63664,63664,Software Engineer,Lead,1,Hybrid,43284
63665,63665,ML Engineer,Junior,25,Remote,73879
63666,63666,Software Engineer,Senior,16,Hybrid,40000
63667,63667,ML Engineer,Senior,0,On-site,40000
63668,63668,Data Scientist,Manager,12,Hybrid,125850
63669,63669,Software Engineer,Lead,12,Remote,45581
63670,63670,Data Scientist,Mid,13,Remote,63743
63671,63671,Data Scientist,Junior,9,Hybrid,72559
63672,63672,Backend Developer,Junior,12,Remote,40000
63673,63673,Full Stack Developer,Mid,14,On-site,80605
63674,63674,QA Engineer,Lead,13,Hybrid,78223
63675,63675,Data Scientist,Mid,13,Hybrid,40000
63676,63676,Software Engineer,Senior,3,Remote,40000
63677,63677,DevOps Engineer,Mid,1,Hybrid,85448
63678,63678,Backend Developer,Mid,4,Hybrid,113695
63679,63679,Product Manager,Senior,6,On-site,48378
63680,63680,Full Stack Developer,Senior,4,On-site,92886
63681,63681,Data Analyst,Junior,0,Remote,55712
63682,63682,Backend Developer,Manager,10,Remote,161828
63683,63683,Software Engineer,Mid,1,Hybrid,84436
63684,63684,Full Stack Developer,Mid,2,Remote,67129
63685,63685,Software Engineer,Junior,0,Hybrid,57804
63686,63686,Data Analyst,Junior,5,On-site,45074
63687,63687,Frontend Developer,Lead,7,Hybrid,40000
63688,63688,Data Scientist,Senior,14,On-site,40000
63689,63689,Frontend Developer,Mid,13,Hybrid,68818
63690,63690,Software Engineer,Mid,2,Hybrid,83624
63691,63691,DevOps Engineer,Senior,19,Hybrid,40000
63692,63692,Software Engineer,Lead,10,On-site,139003
63693,63693,Frontend Developer,Manager,9,Hybrid,157069
63694,63694,Frontend Developer,Junior,11,Remote,40000
63695,63695,QA Engineer,Senior,4,Hybrid,94792
63696,63696,Product Manager,Principal,13,Hybrid,135860
63697,63697,Data Scientist,Manager,0,Remote,111349
63698,63698,Cybersecurity Engineer,Senior,18,On-site,138096
63699,63699,Cybersecurity Engineer,Senior,11,Hybrid,112048
63700,63700,Full Stack Developer,Senior,13,On-site,106306
63701,63701,ML Engineer,Mid,11,Remote,108950
63702,63702,DevOps Engineer,Junior,7,Hybrid,60433
63703,63703,Software Engineer,Mid,20,Hybrid,121349
63704,63704,Frontend Developer,Mid,4,Remote,84148
63705,63705,ML Engineer,Junior,3,Hybrid,78275
63706,63706,ML Engineer,Mid,9,Remote,103791
63707,63707,Full Stack Developer,Senior,0,On-site,159928
63708,63708,Software Engineer,Mid,5,Remote,58467
63709,63709,DevOps Engineer,Lead,10,Remote,153571
63710,63710,Data Analyst,Senior,14,Hybrid,86441
63711,63711,Data Scientist,Senior,11,Hybrid,95043
63712,63712,Backend Developer,Principal,0,On-site,51765
63713,63713,ML Engineer,Mid,6,Hybrid,93620
63714,63714,Software Engineer,Senior,4,On-site,40000
63715,63715,Software Engineer,Manager,9,Remote,115688
63716,63716,Data Analyst,Mid,3,Hybrid,48892
63717,63717,ML Engineer,Junior,4,Hybrid,55044
63718,63718,ML Engineer,Junior,3,Remote,74699
63719,63719,Frontend Developer,Manager,4,On-site,176673
63720,63720,Software Engineer,Junior,17,Remote,64207
63721,63721,Software Engineer,Principal,13,On-site,47339
63722,63722,Software Engineer,Mid,1,Hybrid,40000
63723,63723,Data Scientist,Mid,16,Hybrid,69046
63724,63724,Full Stack Developer,Principal,9,Hybrid,149677
63725,63725,Product Manager,Mid,1,On-site,68948
63726,63726,Software Engineer,Junior,3,Remote,44560
63727,63727,Product Manager,Junior,10,On-site,71401
63728,63728,ML Engineer,Senior,13,Hybrid,187112
63729,63729,ML Engineer,Manager,13,Hybrid,178880
63730,63730,Frontend Developer,Junior,8,Hybrid,55297
63731,63731,Software Engineer,Principal,11,Hybrid,103893
63732,63732,Backend Developer,Mid,7,Hybrid,63032
63733,63733,Cybersecurity Engineer,Senior,2,Remote,129305
63734,63734,Software Engineer,Lead,16,On-site,40000
63735,63735,Data Scientist,Mid,11,Hybrid,92640
